Fake ID,Year,City,Month,Day,Time,Week,Type Of Accident,Reasons,Street,Place,Area,Location,Lighting,Road Condition,Weather Condition,Road surface,Lay injured,Injured seat,Degree of injury,Age of the injured,The person's gender,Speed of the road,Number of tracks,Pedestrian behavior,Intersection,Total
896771,2021,Abu Dhabi,October,Monday,Evening,second week,Shock,Preoccupation with the road while driving the vehicle in any way,Al -Ruwais Street - Goods,External road,General Street (Abu Dhabi - Commodities),Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,Eloquent,35,Male,160,3,There is no,Not at intersection,1
896773,2021,Sharjah,February,Tuesday,Before noon,second week,Deterioration,Sudden deviation,Khorfakkan Road,External road,Sharjah / Al Dhaid,Double road,day,Wicked (Bad),fog,dry,passenger,Rapid in the back seat,Eloquent,33,Male,120,2,There is no,Not on or by (20) meters of a,1
896774,2021,Abu Dhabi,April,Sunday,Before noon,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,There is no definition,Agricultural area,There is no definition of regions,Dhuatatin Road,Night - without lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,21,Male,100,1,There is no,Not on or by (20) meters of a,1
896775,2021,Ras Al Khaimah,August,Sunday,Evening,The first week,Consecutive,Preoccupation with the road while driving the vehicle in any way,Al -Munai’i Street,Governmental,Al -Munai’i,Individual,Night - weak lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,48,Male,60,1,There is no,Not on or by (20) meters of a,1
896776,2021,Fujairah,May,Sunday,In the afternoon,the third week,Run,Preoccupation with the road while driving the vehicle in any way,Sheikh Zayed bin Sultan Al Nahyan Street,Mosque,Bureaux area,Double road,day,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Eloquent,10,Female,80,2,It crosses the crossing lines,Not on or by (20) meters of a,1
896778,2021,Ras Al Khaimah,September,Wednesday,At noon,second week,Shock,Sudden deviation,Al -Ghail Street,External road,Inconsistent,Double road,day,Wicked (Bad),No Clouds,Temple,passenger,A passenger in the front seat,Eloquent,20,Male,100,2,There is no,Not on or by (20) meters of a,1
896782,2021,Sharjah,February,Monday,Before noon,The first week,Be shocked,Preoccupation with the road while driving the vehicle in any way,Al -Zubair Street,Mosque,The popularity of Zubair,Individual,day,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,39,Male,60,1,There is no,Not at intersection,1
896787,2021,Fujairah,November,Tuesday,Evening,second week,Be shocked,Preoccupation with the road while driving the vehicle in any way,"Public Street, General Street",Agricultural area,Bureaux area,Dhuatatin Road,Night - without lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,26,Male,40,2,There is no,Not on or by (20) meters of a,1
896788,2021,Abu Dhabi,January,Friday,At noon,second week,Shock,Preoccupation with the road while driving the vehicle in any way,General Street (Abu Dhabi - Commodities),External road,Jomniyat,Double road,day,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,Eloquent,61,Male,160,4,There is no,Not on or by (20) meters of a,1
896789,2021,Abu Dhabi,May,Monday,At noon,the third week,A fixed body was shocked outside the road,Preoccupation with the road while driving the vehicle in any way,Abu Dhabi Road - Al Ain,Agricultural area,the safe,Individual,day,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,26,Male,160,3,There is no,A meeting of half -vertical roads,1
896790,2021,Abu Dhabi,Dec,Saturday,Before noon,second week,Deterioration,Sudden deviation,Tarif road,External road,intimate,public road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,23,Male,160,4,There is no,Not on or by (20) meters of a,1
896791,2021,Ras Al Khaimah,May,Saturday,In the afternoon,the third week,Be shocked,Preoccupation with the road while driving the vehicle in any way,Wadi Al -Bayh Street,Mountainous area,Sih Al -Barirat,Dhuatatin Road,day,Wicked (Bad),No Clouds,Temple,passenger,Rapid in the back seat,Eloquent,22,Male,60,2,There is no,Others,1
896792,2021,Abu Dhabi,April,Friday,At noon,The first week,Run,Preoccupation with the road while driving the vehicle in any way,Armored road,Commercial area,Industrial armored bridge,Individual,day,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Eloquent,42,Male,60,1,He crosses not on transit lines,Not on or by (20) meters of a,1
896794,2021,Ras Al Khaimah,May,Wednesday,Evening,second week,Run,Preoccupation with the road while driving the vehicle in any way,Al -Kharan Dakhli Street,Commercial area,Hurry,public road,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,pedestrian,There is no passenger,Eloquent,43,Male,80,2,He crosses pedestrian crossing lines,Not on or by (20) meters of a,1
896796,2021,Ras Al Khaimah,January,Friday,Evening,The first week,Deterioration,Preoccupation with the road while driving the vehicle in any way,Awafi area,Sandy area,Stagnation,Out of the way,Night - without lighting,Hole,No Clouds,Sand,driver,Bike,Eloquent,38,Male,20,1,There is no,Not at intersection,1
896798,2021,Sharjah,April,Tuesday,Evening,fourth week,Be shocked,Sudden deviation,Khan Street,Residential area,Khalidiya,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,35,Male,60,2,There is no,Not on or by (20) meters of a,1
896799,2021,Abu Dhabi,February,Tuesday,At noon,The first week,A fixed body was shocked outside the road,Sudden deviation,Shakhboot Bin Sultan Street,School,Ventricle,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,28,Male,120,3,There is no,Not at intersection,1
896803,2021,Ras Al Khaimah,October,Tuesday,Before noon,The first week,Run,Preoccupation with the road while driving the vehicle in any way,Jabal Jais Street,Mountainous area,Whisper,public road,day,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Eloquent,23,Male,40,2,There is no,Not on or by (20) meters of a,1
896808,2021,Abu Dhabi,October,Sunday,Evening,fourth week,Shock,Preoccupation with the road while driving the vehicle in any way,Tarif road,School,sedate,Out of the way,Night - without lighting,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,death,22,Male,40,1,There is no,Not on or by (20) meters of a,1
896809,2021,Abu Dhabi,April,Sunday,In the afternoon,The first week,Shock,Preoccupation with the road while driving the vehicle in any way,An internal street,Residential area,Bare,Dhuatatin Road,day,Wicked (Bad),No Clouds,dry,driver,Driver,death,4,Male,40,2,There is no,Not at intersection,1
896815,2021,Ras Al Khaimah,April,Wednesday,At noon,The first week,Shock,Preoccupation with the road while driving the vehicle in any way,Al -Ittihad Street from Al -Sarramic Roundabout to Morgan Borders,Petrol station,The Red Island,Other (select),day,Wicked (Bad),No Clouds,dry,driver,Bike,death,23,Male,100,2,There is no,Hole,1
896818,2021,Abu Dhabi,February,Monday,In the afternoon,second week,Run,Preoccupation with the road while driving the vehicle in any way,Al -Mafraq Al -Shawamik Street,Residential area,There is no definition of regions,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,pedestrian,There is no passenger,death,32,Male,100,3,He crosses not on transit lines,Not on or by (20) meters of a,1
896820,2021,Fujairah,September,Saturday,Before noon,the third week,Be shocked,Sudden deviation,Al -Tuwayen Street,Mountainous area,The burning area,Dhuatatin Road,day,Wicked (Bad),No Clouds,Temple,driver,Driver,death,21,Male,100,2,There is no,Hole,1
896821,2021,Ras Al Khaimah,November,Thursday,At noon,The first week,Deterioration,Preoccupation with the road while driving the vehicle in any way,Sea Al -Bana Street,Others,Stagnation,Double road,day,Wicked (Bad),No Clouds,Temple,passenger,A passenger in the front seat,death,54,Female,120,2,There is no,Not on or by (20) meters of a,1
896824,2021,Abu Dhabi,May,Tuesday,Before noon,second week,Shock,Preoccupation with the road while driving the vehicle in any way,Al Ain Street - Dubai,Petrol station,Hayer,public road,day,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,death,25,Male,140,4,There is no,Not on or by (20) meters of a,1
896825,2021,Abu Dhabi,Dec,Sunday,Evening,fourth week,Run,Preoccupation with the road while driving the vehicle in any way,IP - Zero Zero One,Commercial area,Zayed City,Individual,Night - Enough lighting,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,death,48,Male,80,3,He crosses not on transit lines,Not at intersection,1
896826,2021,Sharjah,March,Friday,Evening,The first week,Shock,Preoccupation with the road while driving the vehicle in any way,Sheikh Salem bin Sultan Al Qasimi Street,Others,Buda’i,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,death,22,Male,80,2,There is no,Hole,1
896828,2021,Ras Al Khaimah,June,Thursday,Evening,fourth week,Deterioration,Preoccupation with the road while driving the vehicle in any way,Airport Street,an airport,Stagnation,vertigo,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,driver,Driver,death,37,Male,60,2,There is no,vertigo,1
896829,2021,Fujairah,Dec,Wednesday,Before noon,the third week,A fixed body was shocked outside the road,Sudden deviation,Al -Tuwayen Street,Industrial area,Sarram area,Dhuatatin Road,day,Wicked (Bad),No Clouds,Temple,driver,Driver,death,50,Male,100,2,There is no,Not on or by (20) meters of a,1
896832,2021,Abu Dhabi,July,Thursday,In the afternoon,The first week,A fixed body shocked the road,Preoccupation with the road while driving the vehicle in any way,Abu Dhabi Road - Al Ain,External road,the seal,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,death,45,Male,160,3,There is no,Not on or by (20) meters of a,1
896833,2021,Sharjah,January,Friday,At noon,the third week,Be shocked,Sudden deviation,Al -Dhaid / Al -Rafiah,External road,Al Dhaid / Sharjah,Individual,day,Wicked (Bad),No Clouds,dry,driver,Driver,death,42,Male,60,2,There is no,Not at intersection,1
896844,2021,Fujairah,November,Monday,At noon,the third week,Be shocked,Sudden deviation,The Corniche Fish Roundabout,Petrol station,Room,public road,day,Wicked (Bad),No Clouds,Temple,driver,Driver,Simple,34,Female,60,3,There is no,Not on or by (20) meters of a,1
896845,2021,Fujairah,May,Wednesday,Evening,the third week,Be shocked,Sudden deviation,Mawazine roundabout,Commercial area,Tricks,Intersection,day,Wicked (Bad),No Clouds,dry,driver,Driver,Simple,61,Male,80,2,He crosses pedestrian crossing lines,Vertical cross intersection,1
896848,2021,Abu Dhabi,June,Saturday,At noon,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,El-Shikh Zayed street,Residential area,There is no definition of regions,public road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Simple,25,Male,120,4,There is no,Not at intersection,1
896853,2021,Abu Dhabi,Dec,Sunday,At noon,The first week,Deterioration,Preoccupation with the road while driving the vehicle in any way,Hamdan Bin Mohammed Street(Five),Commercial area,There is no definition of regions,public road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Simple,57,Female,80,4,There is no,Not at intersection,1
896870,2021,Abu Dhabi,February,Tuesday,Evening,second week,Shock,Sudden deviation,corneche Street,Commercial area,The port,public road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,Simple,20,Female,80,4,There is no,Not at intersection,1
896871,2021,Ras Al Khaimah,May,Tuesday,At noon,The first week,Deterioration,Sudden deviation,Al -Munai’i Street,Residential area,Al -Munai’i,Double road,day,curve,rainy,Foundation,driver,Driver,Simple,15,Male,60,2,There is no,Others,1
896872,2021,Sharjah,September,Monday,Before noon,second week,Shock,Preoccupation with the road while driving the vehicle in any way,Sheikh Mohammed bin Zayed Street,Tunnel / Bridge,The red patch,Out of the way,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Simple,27,Female,120,3,There is no,Not on or by (20) meters of a,1
896874,2021,Ras Al Khaimah,July,Tuesday,At noon,the third week,Be shocked,Sudden deviation,"Sheikh Khalifa Street, Shawka area",External road,fork,public road,day,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,Simple,31,Male,120,3,There is no,Not on or by (20) meters of a,1
896876,2021,Fujairah,October,Friday,In the afternoon,the third week,Be shocked,Preoccupation with the road while driving the vehicle in any way,An internal street,Others,Bureaux area,Intersection,day,Other (select),No Clouds,Temple,driver,Driver,Simple,24,Male,30,1,There is no,Not on or by (20) meters of a,1
896881,2021,Fujairah,July,Thursday,Before noon,the third week,Be shocked,Sudden deviation,An internal street,Mountainous area,Ceiji area,Dhuatatin Road,day,curve,No Clouds,Temple,driver,Driver,Simple,23,Male,60,2,There is no,Not on or by (20) meters of a,1
896884,2021,Abu Dhabi,Dec,Sunday,Evening,fourth week,Shock,Preoccupation with the road while driving the vehicle in any way,Liwa Street,Others,Zayed City,Individual,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Simple,27,Male,140,2,There is no,Not at intersection,1
896885,2021,Sharjah,May,Friday,Before noon,fourth week,Shock,Preoccupation with the road while driving the vehicle in any way,Maliha Street,Residential area,Mud,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Simple,11,Male,80,2,There is no,Hole,1
896888,2021,Abu Dhabi,Dec,Wednesday,Before noon,the third week,Be shocked,Sudden deviation,Rashid between Sayed Al Maktoum Street (Tah),Governmental,the airport,public road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Simple,53,Female,80,4,There is no,Not at intersection,1
896891,2021,Abu Dhabi,October,Saturday,Before noon,The first week,Deterioration,Preoccupation with the road while driving the vehicle in any way,The shampoo,Tunnel / Bridge,There is no definition of regions,Individual,day,Wicked (Bad),fog,Temple,passenger,Rapid in the back seat,Simple,17,Male,80,1,There is no,Not on or by (20) meters of a,1
896892,2021,Abu Dhabi,August,Wednesday,Evening,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,There is no definition,External road,Between the two bridges,public road,day,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Simple,24,Male,80,3,There is no,Not at intersection,1
896903,2021,Abu Dhabi,November,Friday,At noon,The first week,Run,Preoccupation with the road while driving the vehicle in any way,Abu Dhabi Road - Al Ain,Tunnel / Bridge,Al Wathba (East + West),Double road,day,crowded,No Clouds,Temple,pedestrian,There is no passenger,Simple,37,Male,160,3,There is no,Not on or by (20) meters of a,1
896907,2021,Abu Dhabi,July,Thursday,In the afternoon,The fifth week,Consecutive,Preoccupation with the road while driving the vehicle in any way,Truck Road,External road,There is no definition of regions,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Simple,51,Male,120,3,There is no,Not on or by (20) meters of a,1
896908,2021,Sharjah,April,Friday,Evening,The fifth week,Cross -100,Preoccupation with the road while driving the vehicle in any way,King Abdulaziz Street,Residential area,Bushra,Intersection,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Bike,Simple,28,Male,40,2,There is no,A meeting of half -vertical roads,1
896913,2021,Abu Dhabi,April,Sunday,At noon,The first week,Shock,Preoccupation with the road while driving the vehicle in any way,There is no definition,Commercial area,Industrial Archbishop,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Simple,67,Male,60,3,There is no,Not on or by (20) meters of a,1
